,date,volume.x,low_price,high_price,volume.y,earning_yield,operating_earning_yield,ps_ratio,dividend_yield,ev_revenues,price_to_book_value,ev_ebit,pe_ratio,peg_ratio
32,04/11/2006,3.441M,45.9,47.18,3.441M,14.87%,19.62%,2.325,1.45%,2.511,2.198,5.44,6.724,0.0598
19,04/10/2006,2.637M,46.22,46.94,2.637M,14.8%,19.53%,2.336,1.45%,2.523,2.209,5.466,6.757,0.0601
378,04/07/2006,3.016M,45.39,46.75,3.016M,15.01%,19.81%,2.303,1.47%,2.489,2.178,5.392,6.661,0.0593
365,04/06/2006,2.498M,46.07,47.22,2.498M,14.72%,19.42%,2.349,1.44%,2.536,2.221,5.493,6.792,0.0604
351,04/05/2006,3.785M,45.46,46.8,3.785M,14.65%,19.33%,2.361,1.43%,2.548,2.232,5.52,6.827,0.0607
336,04/04/2006,2.964M,44.75,45.96,2.964M,14.94%,19.71%,2.315,1.46%,2.501,2.189,5.418,6.694,0.0596
309,04/03/2006,2.965M,44.81,45.8,2.965M,15.16%,20%,2.282,1.48%,2.466,2.157,5.343,6.598,0.0587
3265,03/31/2006,3.212M,44.19,44.98,3.212M,15.42%,20.34%,2.243,1.51%,2.427,2.121,5.258,6.487,0.0577
3250,03/30/2006,3.585M,45.18,46.1,3.585M,14.29%,18.61%,2.412,1.48%,2.426,2.42,5.403,6.998,0.0535
3222,03/29/2006,2.283M,45.18,45.94,2.283M,14.09%,18.35%,2.447,1.46%,2.46,2.454,5.478,7.099,0.0543
3208,03/28/2006,2.491M,45.1,46.01,2.491M,14.24%,18.54%,2.421,1.48%,2.434,2.428,5.422,7.024,0.0537
3194,03/27/2006,2.364M,44.6,45.45,2.364M,14.32%,18.65%,2.408,1.48%,2.421,2.415,5.392,6.984,0.0534
3154,03/24/2006,3.052M,44.76,45.67,3.052M,14.36%,18.7%,2.401,1.49%,2.414,2.408,5.377,6.964,0.0533
3139,03/23/2006,3.217M,44.65,45.82,3.217M,14.31%,18.64%,2.408,1.48%,2.422,2.416,5.394,6.987,0.0535
3125,03/22/2006,3.001M,43.84,45.2,3.001M,14.56%,18.97%,2.367,1.51%,2.381,2.374,5.304,6.867,0.0525
3111,03/21/2006,2.685M,43.9,44.98,2.685M,14.64%,19.06%,2.355,1.52%,2.369,2.362,5.277,6.832,0.0523
3097,03/20/2006,3.006M,44.15,45.7,3.006M,14.57%,18.98%,2.365,1.51%,2.379,2.372,5.3,6.862,0.0525
3040,03/17/2006,2.871M,45.35,46.08,2.871M,14.17%,18.45%,2.433,1.47%,2.446,2.441,5.449,7.059,0.054
3025,03/16/2006,3.169M,44.95,45.75,3.169M,14.16%,18.45%,2.434,1.47%,2.447,2.441,5.45,7.061,0.054
3011,03/15/2006,3.265M,44.86,45.58,3.265M,14.25%,18.55%,2.42,1.48%,2.433,2.427,5.419,7.02,0.0537
2996,03/14/2006,3.416M,43.81,45.19,3.416M,14.37%,18.72%,2.399,1.49%,2.412,2.406,5.372,6.958,0.0532
2982,03/13/2006,2.169M,43.58,44.42,2.169M,14.6%,19.02%,2.361,1.51%,2.375,2.368,5.29,6.849,0.0524
2940,03/10/2006,3.266M,42.81,43.5,3.266M,14.95%,19.46%,2.306,1.55%,2.321,2.314,5.171,6.691,0.0512
3350,03/09/2006,2.44M,42.8,43.91,2.44M,14.97%,19.5%,2.303,1.55%,2.318,2.31,5.163,6.681,0.0511
3336,03/08/2006,3.990M,42.22,44.08,3.990M,14.94%,19.45%,2.308,1.55%,2.323,2.315,5.174,6.695,0.0512
3321,03/07/2006,3.726M,43.31,44.13,3.726M,14.79%,19.27%,2.33,1.48%,2.344,2.337,5.222,6.759,0.0517
3307,03/06/2006,3.665M,43.84,45.28,3.665M,14.7%,19.15%,2.344,1.47%,2.359,2.352,5.254,6.801,0.052
3235,03/03/2006,2.844M,44.84,46.02,2.844M,14.18%,18.46%,2.431,1.42%,2.444,2.439,5.444,7.053,0.054
3083,03/02/2006,3.197M,44.37,45.35,3.197M,14.29%,18.61%,2.413,1.43%,2.426,2.42,5.404,7,0.0536
2926,03/01/2006,3.094M,43.84,44.58,3.094M,14.54%,18.94%,2.371,1.45%,2.385,2.378,5.312,6.878,0.0526
1553,02/28/2006,3.933M,43.27,44.25,3.933M,14.71%,19.16%,2.343,1.47%,2.357,2.35,5.25,6.796,0.052
1539,02/27/2006,3.209M,43.55,44.31,3.209M,14.83%,19.32%,2.324,1.48%,2.339,2.331,5.209,6.742,0.0516
1496,02/24/2006,3.823M,43.94,44.88,3.823M,14.58%,18.99%,2.364,1.46%,2.378,2.372,5.297,6.859,0.0525
1481,02/23/2006,3.527M,42.61,44,3.527M,14.97%,19.49%,2.303,1.49%,2.318,2.31,5.164,6.682,0.0511
1466,02/22/2006,3.150M,43.13,43.89,3.150M,14.9%,19.41%,2.313,1.49%,2.328,2.32,5.185,6.71,0.0513
1454,02/21/2006,3.066M,43.73,44.63,3.066M,14.67%,19.1%,2.35,1.46%,2.365,2.358,5.267,6.819,0.0522
1393,02/17/2006,3.688M,42.77,43.34,3.688M,14.96%,19.48%,2.304,1.49%,2.319,2.311,5.166,6.685,0.0511
1381,02/16/2006,4.683M,41.48,42.6,4.683M,15.19%,19.78%,2.27,1.52%,2.285,2.276,5.09,6.584,0.0504
1370,02/15/2006,5.032M,40.95,42.25,5.032M,15.65%,20.39%,2.202,1.56%,2.219,2.209,4.942,6.388,0.0489
1358,02/14/2006,3.398M,41.27,42.48,3.398M,15.43%,20.09%,2.234,1.54%,2.25,2.241,5.013,6.482,0.0496
1344,02/13/2006,3.534M,41.45,42.63,3.534M,15.39%,20.05%,2.24,1.54%,2.256,2.246,5.024,6.497,0.0497
1301,02/10/2006,3.898M,41.34,43,3.898M,15.48%,20.16%,2.227,1.55%,2.243,2.233,4.996,6.459,0.0494
1656,02/09/2006,3.817M,41.9,43.77,3.817M,15.35%,19.99%,2.246,1.53%,2.262,2.253,5.039,6.516,0.0499
1641,02/08/2006,3.775M,41.97,43.23,3.775M,15.04%,19.59%,2.292,1.5%,2.307,2.299,5.139,6.649,0.0509
1628,02/07/2006,3.414M,42.73,44.61,3.414M,14.95%,19.47%,2.306,1.49%,2.321,2.313,5.17,6.69,0.0512
1614,02/06/2006,3.087M,44.33,45.54,3.087M,14.33%,18.66%,2.406,1.43%,2.419,2.413,5.388,6.978,0.0534
1571,02/03/2006,2.950M,43.41,44.44,2.950M,14.73%,19.18%,2.34,1.47%,2.355,2.348,5.245,6.79,0.0519
1431,02/02/2006,4.036M,43.56,44.91,4.036M,14.62%,19.05%,2.357,1.46%,2.371,2.364,5.282,6.838,0.0523
1285,02/01/2006,4.395M,44.88,46.86,4.395M,14.33%,18.67%,2.405,1.43%,2.418,2.412,5.386,6.976,0.0534
1973,01/31/2006,2.781M,27.5,28.23,2.781M,10%,18.59%,2.038,1.96%,2.261,2.108,6.137,10,0.2415
1958,01/30/2006,1.989M,21.05,21.26,1.989M,9.37%,19.85%,1.741,2.46%,2.136,2.063,6.026,10.67,0.2063
1903,01/27/2006,2.295M,27.56,27.94,2.295M,10.11%,18.79%,2.016,1.99%,2.237,2.084,6.072,9.894,0.2389
1888,01/26/2006,3.033M,27.36,27.73,3.033M,10.12%,18.81%,2.014,1.99%,2.235,2.081,6.066,9.884,0.2387
1873,01/25/2006,2.847M,27.21,27.7,2.847M,10.25%,19.06%,1.988,2.01%,2.209,2.054,5.996,9.755,0.2356
1859,01/24/2006,1.928M,27.67,28.05,1.928M,10.1%,18.78%,2.018,1.98%,2.239,2.085,6.075,9.901,0.2391
1844,01/23/2006,1.840M,21.21,21.63,1.840M,9.25%,19.6%,1.763,2.43%,2.159,2.089,6.09,10.81,0.209
1807,01/20/2006,1.957M,27.44,27.96,1.957M,10.15%,18.87%,2.007,1.99%,2.228,2.074,6.047,9.849,0.2378
1785,01/19/2006,1.486M,27.81,28.11,1.486M,10.01%,18.61%,2.035,1.97%,2.256,2.103,6.122,9.986,0.2411
1773,01/18/2006,2.547M,27.86,28.19,2.547M,10%,18.6%,2.037,1.96%,2.258,2.105,6.128,9.997,0.2414
1762,01/17/2006,887400,13.71,13.91,887400,9.51%,20.33%,1.408,3.64%,1.998,1.642,7.946,10.52,NA
1714,01/13/2006,1.592M,27.03,27.59,1.592M,10.25%,19.05%,1.989,2.01%,2.21,2.055,5.999,9.76,0.2357
1699,01/12/2006,1.701M,26.54,27.22,1.701M,10.3%,19.15%,1.978,2.02%,2.2,2.044,5.97,9.707,0.2344
1684,01/11/2006,1.671M,26.39,26.84,1.671M,10.48%,19.48%,1.945,2.06%,2.166,2.01,5.88,9.543,0.2304
1670,01/10/2006,2.674M,26.6,27.01,2.674M,10.47%,19.47%,1.946,2.06%,2.168,2.011,5.883,9.55,0.2306
2058,01/09/2006,1.394M,20.53,20.82,1.394M,9.6%,20.34%,1.699,2.52%,2.095,2.014,5.908,10.42,0.2014
2017,01/06/2006,1.823M,26.62,27.4,1.823M,10.3%,19.15%,1.978,2.02%,2.2,2.044,5.97,9.707,0.2344
2002,01/05/2006,2.566M,25.98,26.99,2.566M,10.5%,19.52%,1.941,2.06%,2.163,2.006,5.87,9.526,0.23
1987,01/04/2006,2.218M,26.8,27.21,2.218M,10.44%,19.41%,1.952,2.05%,2.174,2.017,5.899,9.579,0.2313
1945,01/03/2006,1.800M,27.06,27.99,1.800M,10.32%,19.19%,1.974,2.03%,2.195,2.04,5.958,9.687,0.2339
1171,12/30/2005,2.043M,37.88,38.84,2.043M,14.51%,19.82%,2.199,1.68%,2.278,2.215,5.322,6.891,0.0692
1142,12/29/2005,2.179M,38.19,39.19,2.179M,14.53%,19.85%,2.196,1.69%,2.274,2.211,5.314,6.88,0.0691
1127,12/28/2005,2.456M,38.18,38.93,2.456M,14.39%,19.65%,2.219,1.67%,2.296,2.234,5.366,6.951,0.0698
1113,12/27/2005,2.710M,37.98,39.48,2.710M,14.56%,19.88%,2.193,1.69%,2.271,2.208,5.306,6.87,0.0689
1077,12/23/2005,2.365M,38.68,39.86,2.365M,14.06%,19.2%,2.27,1.63%,2.348,2.286,5.485,7.113,0.0714
1062,12/22/2005,2.311M,39.57,40.46,2.311M,13.95%,19.06%,2.288,1.62%,2.364,2.303,5.525,7.167,0.0719
1047,12/21/2005,2.463M,39.66,40.52,2.463M,13.92%,19.02%,2.292,1.62%,2.369,2.308,5.536,7.182,0.0721
1033,12/20/2005,2.444M,39.14,39.87,2.444M,13.94%,19.05%,2.289,1.62%,2.366,2.305,5.528,7.171,0.072
1004,12/19/2005,3.480M,38.73,39.42,3.480M,14.21%,19.41%,2.247,1.65%,2.324,2.262,5.431,7.039,0.0706
963,12/16/2005,4.016M,38.78,40.25,4.016M,14.34%,19.59%,2.226,1.66%,2.304,2.242,5.383,6.974,0.07
948,12/15/2005,2.279M,39.87,40.67,2.279M,13.86%,18.94%,2.302,1.61%,2.379,2.318,5.559,7.213,0.0724
933,12/14/2005,3.107M,39.9,40.65,3.107M,13.7%,18.71%,2.33,1.59%,2.406,2.346,5.623,7.3,0.0733
919,12/13/2005,3.494M,39.78,40.62,3.494M,13.87%,18.95%,2.301,1.61%,2.378,2.317,5.555,7.208,0.0723
904,12/12/2005,2.767M,39.12,40.01,2.767M,14.03%,19.16%,2.275,1.63%,2.352,2.291,5.497,7.129,0.0715
1271,12/09/2005,2.939M,39,39.74,2.939M,14.16%,19.35%,2.253,1.64%,2.331,2.269,5.446,7.06,0.0709
1256,12/08/2005,2.960M,39.42,40.18,2.960M,13.89%,18.97%,2.298,1.61%,2.375,2.314,5.549,7.2,0.0723
1241,12/07/2005,3.709M,39.56,40.84,3.709M,14.03%,19.17%,2.274,1.63%,2.351,2.29,5.494,7.125,0.0715
1227,12/06/2005,2.993M,39.54,40.58,2.993M,13.78%,18.82%,2.317,1.49%,2.393,2.333,5.592,7.258,0.0728
1212,12/05/2005,3.057M,39.45,40.34,3.057M,13.91%,19%,2.295,1.51%,2.372,2.31,5.541,7.189,0.0722
1019,12/02/2005,2.940M,38.86,40.02,2.940M,14.14%,19.32%,2.257,1.53%,2.334,2.272,5.454,7.07,0.071
862,12/01/2005,4.440M,38.13,39.68,4.440M,14.05%,19.19%,2.272,1.52%,2.349,2.288,5.488,7.118,0.0714
4094,11/30/2005,1.660M,28.68,28.91,1.660M,9.64%,17.8%,2.14,1.88%,2.436,2.332,6.274,10.37,0.2245
4065,11/29/2005,1.198M,28.44,29.02,1.198M,9.67%,17.86%,2.134,1.88%,2.429,2.324,6.258,10.34,0.2238
4051,11/28/2005,671000,17.51,17.68,671000,10.83%,22.48%,1.498,2.93%,1.926,1.808,5.816,9.235,0.037
4018,11/25/2005,1.678M,17.31,17.65,1.678M,10.85%,22.53%,1.495,2.93%,1.923,1.804,5.806,9.215,0.0369
3995,11/23/2005,2.075M,28.55,28.95,2.075M,9.7%,17.9%,2.129,1.89%,2.424,2.319,6.244,10.31,0.2232
3984,11/22/2005,1.980M,28.03,28.57,1.980M,9.77%,18.03%,2.113,1.9%,2.409,2.302,6.204,10.24,0.2216
3970,11/21/2005,888400,17.07,17.34,888400,11.09%,23.03%,1.463,3%,1.891,1.765,5.708,9.016,0.0361
3914,11/18/2005,1.176M,27.39,27.62,1.176M,10.13%,18.71%,2.037,1.97%,2.332,2.219,6.008,9.868,0.2136
3899,11/17/2005,1.828M,27.29,27.65,1.828M,10.13%,18.71%,2.037,1.97%,2.333,2.219,6.009,9.87,0.2137
3884,11/16/2005,1.687M,27.27,27.43,1.687M,10.2%,18.83%,2.024,1.99%,2.319,2.204,5.973,9.802,0.2122
3870,11/15/2005,1.963M,26.95,27.93,1.963M,10.27%,18.96%,2.01,2%,2.305,2.189,5.938,9.735,0.2107
3855,11/14/2005,948200,17.23,17.56,948200,10.9%,22.64%,1.488,2.95%,1.916,1.796,5.785,9.172,0.0368
3814,11/11/2005,1.735M,27.09,27.41,1.735M,10.27%,18.97%,2.009,2%,2.305,2.189,5.937,9.734,0.2107
3799,11/10/2005,2.084M,27.15,27.64,2.084M,10.19%,18.81%,2.026,1.99%,2.321,2.206,5.979,9.813,0.2124
4179,11/09/2005,1.967M,27.2,27.62,1.967M,10.21%,18.85%,2.022,1.99%,2.317,2.202,5.969,9.794,0.212
4165,11/08/2005,1.899M,27.39,27.83,1.899M,10.12%,18.69%,2.039,1.97%,2.334,2.221,6.013,9.878,0.2138
4150,11/07/2005,986400,17.18,17.34,986400,11.01%,22.86%,1.473,2.98%,1.902,1.778,5.74,9.081,0.0364
4109,11/04/2005,1.709M,27.15,27.6,1.709M,10.09%,18.63%,2.046,1.97%,2.341,2.228,6.031,9.911,0.2146
4079,11/03/2005,1.790M,26.56,27.14,1.790M,10.29%,18.99%,2.007,2%,2.302,2.186,5.93,9.722,0.2105
3942,11/02/2005,1.592M,26.34,26.89,1.592M,10.57%,19.52%,1.953,2.06%,2.248,2.127,5.791,9.46,0.2048
3785,11/01/2005,2.132M,26.41,27.12,2.132M,10.45%,19.3%,1.975,2.04%,2.27,2.151,5.848,9.567,0.2071
4533,10/31/2005,1.867M,16.76,17.03,1.867M,11.26%,23.39%,1.44,3.05%,1.868,1.738,5.64,8.877,0.0356
4480,10/28/2005,2.944M,26.33,27.05,2.944M,10.57%,19.52%,1.952,2.06%,2.248,2.126,5.789,9.456,0.2047
4465,10/27/2005,3.668M,26.7,27.79,3.668M,10.28%,18.97%,2.008,2%,2.304,2.188,5.935,9.73,0.2106
4450,10/26/2005,2.618M,27.56,28.04,2.618M,10.05%,18.55%,2.054,1.96%,2.349,2.237,6.052,9.951,0.2154
4436,10/25/2005,1.796M,27.73,28.15,1.796M,9.93%,18.34%,2.078,1.93%,2.374,2.264,6.114,10.07,0.2179
4421,10/24/2005,951300,17.35,17.48,951300,10.9%,22.63%,1.488,2.95%,1.917,1.796,5.786,9.174,0.0368
4380,10/21/2005,1.841M,27.41,27.9,1.841M,10.03%,18.52%,2.057,1.95%,2.353,2.241,6.06,9.966,0.2157
4365,10/20/2005,1.719M,27.03,27.53,1.719M,10.16%,18.75%,2.032,1.98%,2.328,2.214,5.996,9.846,0.2131
4336,10/19/2005,1.750M,26.57,26.95,1.750M,10.38%,19.16%,1.989,2.02%,2.284,2.167,5.884,9.636,0.2086
4322,10/18/2005,1.897M,26.73,28.43,1.897M,10.39%,19.17%,1.988,2.02%,2.283,2.165,5.881,9.629,0.2084
4307,10/17/2005,856700,17.22,17.5,856700,10.99%,22.82%,1.476,2.97%,1.904,1.781,5.748,9.096,0.0365
4266,10/14/2005,1.935M,26.5,26.94,1.935M,10.42%,19.25%,1.98,2.03%,2.276,2.157,5.862,9.592,0.2077
4251,10/13/2005,3.281M,25.98,27.11,3.281M,10.57%,19.52%,1.952,2.06%,2.248,2.126,5.789,9.456,0.2047
4236,10/12/2005,1.964M,27.25,27.98,1.964M,10.2%,18.82%,2.024,1.99%,2.32,2.205,5.976,9.808,0.2123
4222,10/11/2005,1.063M,27.55,28.23,1.063M,10.09%,18.62%,2.047,1.96%,2.342,2.229,6.033,9.914,0.2146
4207,10/10/2005,2.285M,17.29,17.56,2.285M,10.88%,22.6%,1.49,2.94%,1.919,1.799,5.792,9.187,0.0368
4592,10/07/2005,1.882M,27.77,28.5,1.882M,10.03%,18.51%,2.058,1.95%,2.354,2.242,6.063,9.971,0.2159
4577,10/06/2005,1.738M,27.48,28.08,1.738M,9.93%,18.33%,2.079,1.93%,2.375,2.265,6.117,10.07,0.2181
4562,10/05/2005,1.292M,27.23,27.58,1.292M,10.16%,18.76%,2.031,1.98%,2.327,2.213,5.993,9.84,0.213
4548,10/04/2005,1.360M,26.88,27.19,1.360M,10.3%,19.02%,2.004,2.01%,2.299,2.183,5.923,9.708,0.2102
4506,10/03/2005,1.071M,17.31,17.48,1.071M,10.99%,22.81%,1.476,2.97%,1.905,1.782,5.75,9.102,0.0365
762,08/31/2005,3.336M,38.91,39.91,3.336M,11%,16.27%,2.563,1.47%,2.753,2.506,6.749,9.092,0.1117
4978,08/31/2005,6.834M,68.14,71.01,6.834M,11.85%,20.4%,2.456,1.52%,2.321,2.284,4.92,8.437,0.1694
748,08/30/2005,2.920M,38.56,39.07,2.920M,11.3%,16.71%,2.495,1.51%,2.686,2.44,6.585,8.851,0.1088
4964,08/30/2005,1.321M,16.75,16.91,1.321M,11.11%,22.02%,1.482,3.04%,1.981,1.821,6.715,8.998,0.0432
718,08/29/2005,2.805M,37.92,38.61,2.805M,11.44%,16.92%,2.464,1.53%,2.656,2.41,6.511,8.742,0.1074
4934,08/29/2005,6.468M,71.29,73.13,6.468M,-14.24%,,5.039,4.17%,5.462,2.386,NA,NA,-0.0268
677,08/26/2005,2.072M,37.49,38.39,2.072M,11.68%,17.28%,2.413,1.56%,2.606,2.359,6.387,8.56,0.1052
4893,08/26/2005,753400,10.49,10.79,753400,17.14%,48.39%,0.7137,4.65%,1.495,1.889,5.284,5.833,NA
662,08/25/2005,1.362M,37.98,38.4,1.362M,11.43%,16.9%,2.467,1.53%,2.659,2.412,6.518,8.753,0.1076
4878,08/25/2005,1.427M,10.28,10.73,1.427M,17.69%,49.92%,0.6919,4.79%,1.474,1.832,5.208,5.654,NA
647,08/24/2005,2.062M,37.95,38.53,2.062M,11.48%,16.98%,2.455,1.53%,2.647,2.401,6.489,8.71,0.107
4863,08/24/2005,4.369M,64.11,65.54,4.369M,-4.37%,10.8%,2.812,4.52%,3.096,1.492,10.19,NA,NA
633,08/23/2005,1.579M,37.71,38.39,1.579M,11.47%,16.97%,2.457,1.53%,2.649,2.403,6.494,8.716,0.1071
4849,08/23/2005,5.802M,69.15,71.39,5.802M,-14.76%,,4.862,4.32%,5.284,2.302,NA,NA,-0.0259
618,08/22/2005,1.974M,37.8,38.56,1.974M,11.48%,16.98%,2.456,1.53%,2.648,2.401,6.49,8.712,0.1071
4834,08/22/2005,5.204M,71.3,72.8,5.204M,-14.38%,,4.988,4.22%,5.411,2.362,NA,NA,-0.0266
563,08/19/2005,2.136M,37.89,38.25,2.136M,11.53%,17.05%,2.446,1.54%,2.638,2.391,6.466,8.676,0.1066
4779,08/19/2005,3.221M,61.59,62.15,3.221M,0.23%,0.11%,3.897,4.93%,4.522,2.248,1098.05,441.86,NA
548,08/18/2005,2.448M,37.2,37.96,2.448M,11.58%,17.13%,2.435,1.55%,2.627,2.38,6.439,8.636,0.1061
4764,08/18/2005,6.139M,66.31,67.79,6.139M,-4.25%,10.52%,2.888,4.4%,3.171,1.533,10.44,NA,NA
533,08/17/2005,3.386M,37.67,39.01,3.386M,11.6%,17.16%,2.43,1.55%,2.622,2.376,6.428,8.62,0.1059
4749,08/17/2005,2.752M,86.02,87.67,2.752M,6.22%,8.28%,3.499,2.82%,3.724,1.684,12.86,16.07,NA
519,08/16/2005,1.748M,38.71,39.6,1.748M,11.31%,16.74%,2.491,1.51%,2.683,2.436,6.576,8.838,0.1086
4735,08/16/2005,3.810M,93.43,95.17,3.810M,8.01%,10.41%,3.737,2.96%,3.909,1.703,10.04,12.49,0.3169
504,08/15/2005,1.276M,39.49,40.09,1.276M,11.06%,16.36%,2.549,1.48%,2.739,2.492,6.715,9.042,0.1111
4720,08/15/2005,4.380M,92.41,94.53,4.380M,8.03%,10.44%,3.727,2.97%,3.899,1.698,10.02,12.46,0.316
463,08/12/2005,2.156M,39.7,40.41,2.156M,10.91%,16.14%,2.583,1.46%,2.773,2.526,6.798,9.163,0.1126
4679,08/12/2005,2.904M,93.09,94.13,2.904M,8.1%,10.54%,3.693,3%,3.866,1.683,9.932,12.34,0.3132
448,08/11/2005,2.634M,39.45,40.12,2.634M,10.92%,16.15%,2.582,1.46%,2.772,2.525,6.796,9.16,0.1126
4664,08/11/2005,2.950M,82.85,84.03,2.950M,9.33%,14.95%,2.781,2.51%,2.869,1.698,6.901,10.71,1.149
433,08/10/2005,2.456M,39.14,39.59,2.456M,11.12%,16.45%,2.535,1.49%,2.726,2.479,6.682,8.994,0.1105
4649,08/10/2005,10.16M,63.8,67.89,10.16M,12.43%,21.4%,2.341,1.7%,2.213,2.178,4.692,8.045,0.1615
848,08/09/2005,2.073M,38.91,39.69,2.073M,11.2%,16.56%,2.518,1.5%,2.709,2.462,6.64,8.932,0.1098
833,08/08/2005,2.189M,39.38,39.83,2.189M,11.09%,16.41%,2.541,1.48%,2.732,2.484,6.696,9.013,0.1108
792,08/05/2005,2.042M,38.84,39.86,2.042M,11.22%,16.6%,2.512,1.5%,2.703,2.456,6.626,8.91,0.1095
5008,08/05/2005,845600,10.82,10.97,845600,16.86%,47.59%,0.7257,4.57%,1.507,1.921,5.326,5.93,NA
777,08/04/2005,1.903M,39.58,40.17,1.903M,11.02%,16.31%,2.557,1.47%,2.748,2.5,6.735,9.071,0.1115
4993,08/04/2005,4.086M,60.85,62.04,4.086M,0.23%,0.11%,3.882,4.93%,4.507,2.24,1094.38,440.14,NA
733,08/03/2005,2.178M,39.62,40.07,2.178M,10.96%,16.22%,2.571,1.46%,2.762,2.514,6.77,9.122,0.1121
4949,08/03/2005,1.298M,13.36,13.68,1.298M,4%,16%,1.514,3.67%,2.116,1.704,8.68,24.98,NA
577,08/02/2005,2.020M,39.65,40.15,2.020M,10.95%,16.19%,2.575,1.46%,2.766,2.518,6.779,9.136,0.1123
4793,08/02/2005,995500,10.79,11.51,995500,16.96%,47.86%,0.7217,4.6%,1.503,1.91,5.312,5.898,NA
418,08/01/2005,1.456M,39.64,40.01,1.456M,11.02%,16.31%,2.557,1.47%,2.748,2.5,6.735,9.071,0.1115
4634,08/01/2005,3.042M,39.82,40.73,3.042M,10.77%,15.93%,2.618,1.44%,2.807,2.56,6.881,9.286,0.1141
2374,07/29/2005,1.715M,39.41,40.11,1.715M,11.1%,16.42%,2.54,1.48%,2.731,2.484,6.693,9.01,0.1107
2359,07/28/2005,2.283M,39.37,40.25,2.283M,11%,16.27%,2.563,1.47%,2.753,2.506,6.749,9.092,0.1117
2344,07/27/2005,2.300M,39.46,39.96,2.300M,10.96%,16.22%,2.572,1.46%,2.762,2.514,6.77,9.123,0.1121
2330,07/26/2005,1.834M,39.33,39.81,1.834M,11.08%,16.39%,2.545,1.48%,2.735,2.488,6.705,9.027,0.1109
2315,07/25/2005,2.326M,39.53,40.22,2.326M,11.05%,16.34%,2.552,1.48%,2.743,2.496,6.723,9.054,0.1113
2274,07/22/2005,2.952M,38.37,39.76,2.952M,11.02%,16.3%,2.559,1.47%,2.749,2.502,6.74,9.078,0.1116
2259,07/21/2005,1.781M,37.9,38.85,1.781M,11.36%,16.81%,2.481,1.52%,2.672,2.426,6.551,8.801,0.1082
2244,07/20/2005,1.727M,37.93,38.73,1.727M,11.33%,16.76%,2.489,1.51%,2.68,2.433,6.57,8.828,0.1085
2216,07/19/2005,2.383M,37.75,38.57,2.383M,11.36%,16.8%,2.482,1.52%,2.674,2.427,6.555,8.806,0.1082
2201,07/18/2005,2.885M,37.31,38.08,2.885M,11.56%,17.1%,2.439,1.54%,2.631,2.384,6.449,8.651,0.1063
2160,07/15/2005,2.661M,37.72,38.51,2.661M,11.59%,17.14%,2.432,1.55%,2.625,2.378,6.434,8.629,0.106
2145,07/14/2005,2.784M,37.78,39.29,2.784M,11.5%,17.01%,2.452,1.54%,2.644,2.397,6.48,8.697,0.1069
2130,07/13/2005,1.463M,38.95,39.69,1.463M,11.19%,16.55%,2.519,1.49%,2.71,2.463,6.643,8.936,0.1098
2116,07/12/2005,1.527M,38.88,39.63,1.527M,11.09%,16.41%,2.541,1.48%,2.732,2.485,6.696,9.014,0.1108
2101,07/11/2005,1.718M,37.89,39.06,1.718M,11.24%,16.63%,2.507,1.5%,2.699,2.452,6.615,8.895,0.1093
2468,07/08/2005,2.294M,38.54,39.43,2.294M,11.27%,16.68%,2.5,1.51%,2.692,2.445,6.598,8.87,0.109
2453,07/07/2005,2.635M,37.65,39.23,2.635M,11.17%,16.52%,2.525,1.49%,2.716,2.469,6.657,8.956,0.1101
2438,07/06/2005,2.239M,38.23,39.55,2.239M,11.41%,16.87%,2.471,1.52%,2.663,2.416,6.528,8.767,0.1077
2425,07/05/2005,2.052M,38.5,39.34,2.052M,11.14%,16.48%,2.531,1.49%,2.722,2.474,6.671,8.977,0.1103
2074,07/01/2005,1.836M,37.16,38.25,1.836M,11.46%,16.96%,2.459,1.53%,2.651,2.404,6.498,8.723,0.1072
2824,06/30/2005,3.333M,36.84,37.55,3.333M,11.87%,17.56%,2.375,1.59%,2.568,2.322,6.294,8.424,0.1035
2795,06/29/2005,2.815M,37.1,37.87,2.815M,8.66%,15.74%,2.551,1.57%,2.717,2.64,6.936,11.55,0.2376
2781,06/28/2005,2.260M,37.48,38.47,2.260M,8.51%,15.48%,2.593,1.54%,2.76,2.684,7.043,11.74,0.2416
2766,06/27/2005,2.214M,37.87,38.67,2.214M,8.37%,15.22%,2.638,1.52%,2.804,2.73,7.156,11.95,0.2457
2725,06/24/2005,1.804M,37.65,38.33,1.804M,8.52%,15.48%,2.593,1.54%,2.759,2.683,7.042,11.74,0.2415
2710,06/23/2005,1.899M,37.7,38.84,1.899M,8.5%,15.45%,2.598,1.54%,2.764,2.688,7.055,11.77,0.242
2695,06/22/2005,2.648M,37.32,38.34,2.648M,8.53%,15.5%,2.59,1.55%,2.756,2.68,7.034,11.73,0.2412
2681,06/21/2005,1.966M,37.66,38.7,1.966M,8.56%,15.57%,2.579,1.55%,2.745,2.668,7.006,11.68,0.2402
2666,06/20/2005,2.391M,38.21,38.79,2.391M,8.33%,15.15%,2.65,1.51%,2.815,2.742,7.185,12,0.2468
2610,06/17/2005,2.744M,38.11,38.68,2.744M,8.39%,15.26%,2.631,1.52%,2.797,2.723,7.139,11.92,0.2451
2595,06/16/2005,1.369M,37.43,37.95,1.369M,8.5%,15.45%,2.598,1.54%,2.764,2.689,7.056,11.77,0.242
